Description,Test,Project_name,File,Label
"header()
returns a valid authorization header (sha256)
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var header = Hawk.client.header('https://example.net/somewhere/over/the/rainbow', 'POST', { credentials: credentials, ext: 'Bazinga!', timestamp: 1353809207, nonce: 'Ygvqdz', payload: 'something to write about', contentType: 'text/plain' }).field;
            expect(header).to.equal('Hawk id=""123456"", ts=""1353809207"", nonce=""Ygvqdz"", hash=""2QfCt3GuY9HQnHWyWD3wX68ZOKbynqlfYmuO2ZBRqtY="", ext=""Bazinga!"", mac=""q1CwFoSHzPZSkbIvl0oYlD+91rBUEvFk763nMjMndj8=""');
            done();
        
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/hawk/test/client.js,1
"authenticate()
errors on duplicated authorization attribute key
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""123"", id=""456"", ts=""1353788437"", nonce=""k3j4h2"", mac=""/qwS4UjfVWMcUyW6EEgUH4jlr7T/wuKe3dKijvTvSos="", ext=""hello""'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.equal('Duplicate attribute: id');
                done();
            });
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,-
"valueType
returns color for rgba(n, n, n, n)
","
    let input = 'rgba(10, 10, 10, 1)';
    let output = parsers.valueType(input);

    expect(output).toEqual(parsers.TYPES.COLOR);
  
",rainstr7/testJest,https://github.com/rainstr7/testJest/blob/master/node_modules/cssstyle/lib/parsers.test.js,-
"
works just fine
","
  expect(1).toBe(1);

",git-palace/jest,https://github.com/git-palace/jest/blob/master/integration_tests/verbose_reporter/__tests__/verbose-test.js,0
"Resetting timer
it stops timer when game is won and resets when new game is started
","
      cy.setBoard(foundations).then(() => {
        cy.get('[data-test=""card-Q♠""]').clickTo('[data-test=""foundation-3""]');
        cy.get('[data-test=""card-K♠""]').clickTo('[data-test=""foundation-3""]');

        cy.get('[data-test=""timer""]').then(($timerStart) => {
          const startNumber = $timerStart.text();

          // eslint-disable-next-line cypress/no-unnecessary-waiting
          cy.wait(2000);

          cy.get('[data-test=""timer""]').then(($timerPaused) => {
            const pausedNumber = $timerPaused.text();

            expect(startNumber).to.equal(pausedNumber);
          });

          cy.get('[data-test=""game-overlay-btns""]').within(() => {
            cy.get('[data-test=""new-game-btn""]').click();
          });

          cy.get('[data-test=""timer""]').should('contain', '0:00:00');
        });
      });
    
",TimMansell/vue-solitaire,https://github.com/TimMansell/vue-solitaire/blob/master/tests/e2e/specs/timer.spec.js,-
"(name, value)
fails when the actual does not match the expected
","
      expect(() => {
        expect(wrapper).to.have.style('color', 'red')
      }).to.throw(""to have a 'color' CSS style property"")

      expect(() => {
        expect(wrapper.find('span')).to.have.style('border', '2px')
      }).to.throw(""to have a 'border' CSS style property"")

      expect(() => {
        expect(wrapper).to.not.have.style('border', '1px')
      }).to.throw(""not to have a 'border' CSS style property"")

      expect(() => {
        expect(wrapper.find('span')).to.not.have.style('color', 'red')
      }).to.throw(""not to have a 'color' CSS style property"")

      expect(() => {
        expect(wrapper).to.have.style('color', undefined)
      }).to.throw(""to have a 'color' CSS style property"")
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/style.test.js,0
"moxios tests
calls the getSecretWord callback on axios response
","
    moxios.install();
  

    const secretWord = 'party';

    // handle any axios calls that occur during the test
    moxios.wait(() => {
      const request = moxios.requests.mostRecent();
      // this response is equivalent to what we'd get from the random word server
      request.respondWith({
        status: 200,
        response: secretWord,
      });
    });

    // mock setSecretWord, call getSecretWord with the mock, & make sure mock was called with the response from moxios
    const mockSetSecretWord = jest.fn();
    await getSecretWord(mockSetSecretWord); // this makes an axios call which will be handled by moxios
    // see whether mock was run with the correct argument
    expect(mockSetSecretWord).toHaveBeenCalledWith(secretWord);
  

    moxios.uninstall();
  
",lmackenzie94/react-testing-udemy,https://github.com/lmackenzie94/react-testing-udemy/blob/master/jotto/src/actions/hookActions.test.js,-
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made east/right of the ship when ship starts on the boundary
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[3][0] = 'H';
    newGameboardPlayer.grid[3][1] = 'H';
    newGameboardPlayer.grid[3][2] = 'H';
    newGameboardPlayer.grid[3][3] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([3, 4]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
"comment Node
should be loaded
","
        var flow = [{id:""n1"", type:""comment"", name: ""comment"" }];
        helper.load(commentNode, flow, function() {
            var n1 = helper.getNode(""n1"");
            n1.should.have.property('name', 'comment');
            done();
        });
    

        helper.unload();
    
",crudaz/mongodb-testing,https://github.com/crudaz/mongodb-testing/blob/master/node_modules/node-red-node-test-helper/examples/comment_spec.js,0
"integer
passes on nil values
","
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: undefined
    }), 'a');
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: null
    }), 'a');
  
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/airbnb-prop-types/build-test/integer.js,-
"get time button
should call getCurrentTime action creator when button is clicked
","
            const {getByTestId, queryByTestId} = app;

            const getTimeButton = getByTestId('getTime');

            fireEvent.press(getTimeButton);

            await wait(() => expect(queryByTestId('time')).toBeTruthy());
            await wait(() => expect(getByTestId('time').props.children).toEqual('Current Time: ' + newTime));
        
",hoff2-ACN/jest-vs-rtl,https://github.com/hoff2-ACN/jest-vs-rtl/blob/master/App.test.js,1
"the ""makeAppear"" property
should accept boolean ""false"" as value
","
      const renderedComponent = shallow(<SpeechBubble makeAppear={false} />);
      expect(toJson(renderedComponent)).toMatchSnapshot();
    
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/components/SpeechBubble/tests/index.test.js,-
"stringify()
omits array indices when asked
","
        expect(Qs.stringify({ a: ['b', 'c', 'd'] }, { indices: false })).to.equal('a=b&a=c&a=d');
        done();
    }
",Moverr/jestcodecov,https://github.com/Moverr/jestcodecov/blob/master/bluh/node_modules/react-project/node_modules/qs/test/stringify.js,-
"regular attrs
converts values to strings
","
        expect(wrapper.find('audio')).to.have.attr('contenteditable', 'false')
        expect(wrapper.find('audio')).to.have.attr('rel', 'magic')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,0
"stream_length set to invalid value
doesnt work if Transfer-Encoding is not set
","
      send_request({ stream_length: 5 }, function(err, resp) {
        err.code.should.eql('ECONNRESET');
        done()
      })
    
",crudaz/mongodb-testing,https://github.com/crudaz/mongodb-testing/blob/master/node_modules/fsevents/node_modules/needle/test/request_stream_spec.js,-
"AsyncFactory
Should successfully use a middleware function to create an arbitrary object
","
		const result = await global.page.evaluate(async () => {
			const testName = 'test'
			const testData = { foo: 'bar' }

			const objFactory = Game.createAsyncFactory()
				.use(async (name, data) => ({ value: data.foo }))
				.set(testName, async (name, data) => ({
					namesMatch: testName === name,
					dataMatches: data.value === testData.foo,
				}))

			return await objFactory.create(testName, testData)
		})
		expect(result).toEqual({
			namesMatch: true,
			dataMatches: true,
		})
	
",bcdewitt/js-game-engine,https://github.com/bcdewitt/js-game-engine/blob/master/test/tests/asyncFactory.test.js,1
"Uri
should fail on missing bewit
","

        var req = {
            method: 'GET',
            url: '/resource/4',
            host: 'example.com',
            port: 8080
        };

        Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials, attributes) {

            expect(err).to.exist();
            expect(err.output.payload.message).to.not.exist();
            expect(err.isMissing).to.equal(true);
            done();
        });
    
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,-
"authenticateMessage()
should fail authorization on invalid credentials
","

            credentialsFunc('123456', function (err, credentials1) {

                var auth = Hawk.client.message('example.com', 8080, 'some message', { credentials: credentials1 });
                expect(auth).to.exist();

                var errFunc = function (id, callback) {

                    callback(null, {});
                };

                Hawk.server.authenticateMessage('example.com', 8080, 'some message', auth, errFunc, {}, function (err, credentials2) {

                    expect(err).to.exist();
                    expect(err.message).to.equal('Invalid credentials');
                    done();
                });
            });
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,0
"when username is a valid string, and password is an empty string
Basic Auth only includes both username and password
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        var auth = get_auth(sent_headers['authorization']);
        auth[0].should.equal('foobar');
        auth[1].should.equal('');
        auth.should.have.lengthOf(2);
        done();
      })
    
",Robbiekruszynski/ticket-JEST,https://github.com/Robbiekruszynski/ticket-JEST/blob/master/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,1
"misc
encodes special characters
","
            ReactDOM.render(
                <Helmet
                    meta={[
                        {
                            name: ""description"",
                            content: 'This is ""quoted"" text and & and \'.'
                        }
                    ]}
                />,
                container
            );

            requestAnimationFrame(() => {
                const existingTags = headElement.querySelectorAll(
                    `meta[${HELMET_ATTRIBUTE}]`
                );
                const existingTag = existingTags[0];

                expect(existingTags).to.not.equal(undefined);

                expect(existingTags.length).to.be.equal(1);

                expect(existingTags).to.have.deep
                    .property(""[0]"")
                    .that.is.an.instanceof(Element);
                expect(existingTag).to.have.property(""getAttribute"");
                expect(existingTag.getAttribute(""name"")).to.equal(
                    ""description""
                );
                expect(existingTag.getAttribute(""content"")).to.equal(
                    'This is ""quoted"" text and & and \'.'
                );
                expect(existingTag.outerHTML).to.equal(
                    `<meta name=""description"" content=""This is &quot;quoted&quot; text and &amp; and '."" ${HELMET_ATTRIBUTE}=""true"">`
                );

                done();
            });
        
",Puritanic/React-Advanced-Concepts,https://github.com/Puritanic/React-Advanced-Concepts/blob/master/server-side-rendering/server/node_modules/react-helmet/test/HelmetTest.js,-
